"uuid","current","power","rtc"
"d500000c-01","-21.78","0","1503884880"
"d500000c-01","-20.95","0","1503885060"
"d500000c-01","-21.3","0","1503885240"
"d500000c-01","-21.06","0","1503885420"
"d500000c-01","-20.71","0","1503885600"
"d500000c-01","-20.71","0","1503885780"
"d500000c-01","-20.83","0","1503885960"
"d500000c-01","-21.3","0","1503886140"
"d500000c-01","-20.47","0","1503886320"
"d500000c-01","-20.59","0","1503886500"
"d500000c-01","-20.59","0","1503886680"
"d500000c-01","-21.18","0","1503886860"
"d500000c-01","-21.18","0","1503887040"
"d500000c-01","-21.78","0","1503887220"
"d500000c-01","-19.55","0","1503887400"
"d500000c-01","-20.95","0","1503887580"
"d500000c-01","-20.47","0","1503887760"
"d500000c-01","-21.66","0","1503887940"
"d500000c-01","-21.78","0","1503888120"
"d500000c-01","-20.95","0","1503888300"
"d500000c-01","-21.3","0","1503888480"
"d500000c-01","-20.71","0","1503888660"
"d500000c-01","-21.54","0","1503888840"
"d500000c-01","-20.71","0","1503889020"
"d500000c-01","-19.07","0","1503889200"
"d500000c-01","-20.59","0","1503889380"
"d500000c-01","-20.47","0","1503889560"
"d500000c-01","-21.06","0","1503889740"
"d500000c-01","-21.66","0","1503889920"
"d500000c-01","-21.54","0","1503890100"
"d500000c-01","-20.83","0","1503890280"
"d500000c-01","-20.71","0","1503890460"
"d500000c-01","-21.18","0","1503890640"
"d500000c-01","-19.43","0","1503890820"
"d500000c-01","-21.3","0","1503891000"
"d500000c-01","-20.26","0","1503891180"
"d500000c-01","-19.43","0","1503891360"
"d500000c-01","-20.71","0","1503891540"
"d500000c-01","-20.71","0","1503891720"
"d500000c-01","-18.63","0","1503891900"
"d500000c-01","-18.86","0","1503892080"
"d500000c-01","-20.71","0","1503892260"
"d500000c-01","-19.67","0","1503892440"
"d500000c-01","-19.55","0","1503892620"
"d500000c-01","-19.55","0","1503892800"
"d500000c-01","-18.63","0","1503892980"
"d500000c-01","-19.55","0","1503893160"
"d500000c-01","-19.9","0","1503893340"
"d500000c-01","-19.07","0","1503893520"
"d500000c-01","-18.03","0","1503893700"
"d500000c-01","-20.83","0","1503893880"
"d500000c-01","-19.43","0","1503894060"
"d500000c-01","-18.86","0","1503894240"
"d500000c-01","-17.44","0","1503894420"
"d500000c-01","-16.75","0","1503894600"
"d500000c-01","-16.75","0","1503894780"
"d500000c-01","-15.83","0","1503894960"
"d500000c-01","-13.95","0","1503895140"
"d500000c-01","-15.11","0","1503895320"
"d500000c-01","-14.43","0","1503895500"
"d500000c-01","-20.83","0","1503895680"
"d500000c-01","-22.11","0","1503895860"
"d500000c-01","-23.18","0","1503896040"
"d500000c-01","-22.7","0","1503896220"
"d500000c-01","-22.7","0","1503896400"
"d500000c-01","-22.11","0","1503896580"
"d500000c-01","-22.58","0","1503896760"
"d500000c-01","-21.54","0","1503896940"
"d500000c-01","-21.42","0","1503897120"
"d500000c-01","-21.3","0","1503897300"
"d500000c-01","-21.3","0","1503897480"
"d500000c-01","-21.78","0","1503897660"
"d500000c-01","-21.18","0","1503897840"
"d500000c-01","-19.43","0","1503898020"
"d500000c-01","-18.15","0","1503898200"
"d500000c-01","-17.91","0","1503898380"
"d500000c-01","-16.99","0","1503898560"
"d500000c-01","-15.83","0","1503898740"
"d500000c-01","-15","0","1503898920"
"d500000c-01","-15.71","0","1503899100"
"d500000c-01","-14.64","0","1503899280"
"d500000c-01","-17.91","0","1503899460"
"d500000c-01","-18.51","0","1503899640"
"d500000c-01","-18.27","0","1503899820"
"d500000c-01","-18.51","0","1503900000"
"d500000c-01","-17.44","0","1503900180"
"d500000c-01","-18.63","0","1503900360"
"d500000c-01","-18.63","0","1503900540"
"d500000c-01","-18.39","0","1503900720"
"d500000c-01","-17.67","0","1503900900"
"d500000c-01","-19.19","0","1503901080"
"d500000c-01","-17.35","0","1503901260"
"d500000c-01","-19.55","0","1503901440"
"d500000c-01","-20.02","0","1503901620"
"d500000c-01","-21.3","0","1503901800"
"d500000c-01","-21.06","0","1503901980"
"d500000c-01","-21.3","0","1503902160"
"d500000c-01","-20.47","0","1503902340"
"d500000c-01","-19.79","0","1503902520"
"d500000c-01","-21.3","0","1503902700"
"d500000c-01","-21.66","0","1503902880"
"d500000c-01","-20.35","0","1503903060"
"d500000c-01","-20.71","0","1503903240"
"d500000c-01","-20.14","0","1503903420"
"d500000c-01","-21.18","0","1503903600"
"d500000c-01","-20.35","0","1503903780"
"d500000c-01","-20.83","0","1503903960"
"d500000c-01","-19.9","0","1503904140"
"d500000c-01","-21.18","0","1503904320"
"d500000c-01","-20.47","0","1503904500"
"d500000c-01","-21.3","0","1503904680"
"d500000c-01","-22.11","0","1503904860"
"d500000c-01","-20.02","0","1503905040"
"d500000c-01","-20.02","0","1503905220"
"d500000c-01","-22.11","0","1503905400"
"d500000c-01","-21.18","0","1503905580"
"d500000c-01","-20.95","0","1503905760"
"d500000c-01","-20.47","0","1503905940"
"d500000c-01","-21.18","0","1503906120"
"d500000c-01","-20.26","0","1503906300"
"d500000c-01","-20.71","0","1503906480"
"d500000c-01","-20.59","0","1503906660"
"d500000c-01","-20.71","0","1503906840"
"d500000c-01","-20.26","0","1503907020"
"d500000c-01","-20.59","0","1503907200"
"d500000c-01","-21.42","0","1503907380"
"d500000c-01","-21.3","0","1503907560"
"d500000c-01","-21.78","0","1503907740"
"d500000c-01","-20.59","0","1503907920"
"d500000c-01","-20.47","0","1503908100"
"d500000c-01","-20.26","0","1503908280"
"d500000c-01","-20.71","0","1503908460"
"d500000c-01","-20.95","0","1503908640"
"d500000c-01","-22.11","0","1503908820"
"d500000c-01","-21.78","0","1503909000"
"d500000c-01","-19.79","0","1503909180"
"d500000c-01","-21.06","0","1503909360"
"d500000c-01","-20.02","0","1503909540"
"d500000c-01","-20.95","0","1503909720"
"d500000c-01","-20.35","0","1503909900"
"d500000c-01","-21.3","0","1503910080"
"d500000c-01","-21.66","0","1503910260"
"d500000c-01","-20.14","0","1503910440"
"d500000c-01","-20.02","0","1503910620"
"d500000c-01","-20.26","0","1503910800"
"d500000c-01","-21.06","0","1503910980"
"d500000c-01","-21.78","0","1503911160"
"d500000c-01","-20.26","0","1503911340"
"d500000c-01","-22.23","0","1503911520"
"d500000c-01","-21.42","0","1503911700"
"d500000c-01","-20.35","0","1503911880"
"d500000c-01","-21.54","0","1503912060"
"d500000c-01","-20.14","0","1503912240"
"d500000c-01","-21.06","0","1503912420"
"d500000c-01","-21.99","0","1503912600"
"d500000c-01","-21.18","0","1503912780"
"d500000c-01","-19.43","0","1503912960"
"d500000c-01","-21.87","0","1503913140"
"d500000c-01","-21.78","0","1503913320"
"d500000c-01","-21.54","0","1503913680"
"d500000c-01","-21.42","0","1503913860"
"d500000c-01","-21.42","0","1503914040"
"d500000c-01","-21.54","0","1503914220"
"d500000c-01","-21.42","0","1503914400"
"d500000c-01","-21.87","0","1503914580"
"d500000c-01","-22.46","0","1503914760"
"d500000c-01","-21.06","0","1503914940"
"d500000c-01","-21.3","0","1503915120"
"d500000c-01","-21.78","0","1503915300"
"d500000c-01","-21.18","0","1503915480"
"d500000c-01","-20.95","0","1503915660"
"d500000c-01","-22.46","0","1503915840"
"d500000c-01","-20.83","0","1503916020"
"d500000c-01","-21.54","0","1503916200"
"d500000c-01","-20.71","0","1503916380"
"d500000c-01","-20.71","0","1503916560"
"d500000c-01","-21.54","0","1503916740"
"d500000c-01","-21.18","0","1503916920"
"d500000c-01","1.7","0","1503917100"
"d500000c-01","-0.86","0","1503917280"
"d500000c-01","0.3","0","1503917460"
"d500000c-01","0.65","0","1503917640"
"d500000c-01","-0.54","0","1503917820"
"d500000c-01","0.06","0","1503918000"
"d500000c-01","0.18","0","1503918180"
"d500000c-01","-0.42","0","1503918360"
"d500000c-01","0.65","0","1503918540"
"d500000c-01","0.18","0","1503918720"
"d500000c-01","-0.18","0","1503918900"
"d500000c-01","-0.06","0","1503919080"
"d500000c-01","-0.54","0","1503919260"
"d500000c-01","0.06","0","1503919440"
"d500000c-01","0.06","0","1503919620"
"d500000c-01","0.06","0","1503919800"
"d500000c-01","0.3","0","1503919980"
"d500000c-01","0.06","0","1503920160"
"d500000c-01","0.86","0","1503920340"
"d500000c-01","-0.06","0","1503920520"
"d500000c-01","0.18","0","1503920700"
"d500000c-01","-0.3","0","1503920880"
"d500000c-01","0.18","0","1503921060"
"d500000c-01","-0.06","0","1503921240"
"d500000c-01","-0.98","0","1503921420"
"d500000c-01","-0.3","0","1503921600"
"d500000c-01","0.42","0","1503921780"
"d500000c-01","0.3","0","1503921960"
"d500000c-01","-1.34","0","1503922140"
"d500000c-01","-0.18","0","1503922320"
"d500000c-01","-0.3","0","1503922500"
"d500000c-01","-1.1","0","1503922680"
"d500000c-01","1.22","0","1503922860"
"d500000c-01","-0.65","0","1503923040"
"d500000c-01","-0.98","0","1503923220"
"d500000c-01","-0.3","0","1503923400"
"d500000c-01","1.1","0","1503923580"
"d500000c-01","0.3","0","1503923760"
"d500000c-01","-1.46","0","1503923940"
"d500000c-01","0.18","0","1503924120"
"d500000c-01","0.74","0","1503924300"
"d500000c-01","0.3","0","1503924480"
"d500000c-01","-0.42","0","1503924660"
"d500000c-01","-0.06","0","1503924840"
"d500000c-01","-0.18","0","1503925020"
"d500000c-01","-1.1","0","1503925200"
"d500000c-01","0.65","0","1503925380"
"d500000c-01","0.65","0","1503925560"
"d500000c-01","0.65","0","1503925740"
"d500000c-01","-0.86","0","1503925920"
"d500000c-01","-0.54","0","1503926100"
"d500000c-01","-0.65","0","1503926280"
"d500000c-01","-0.86","0","1503926460"
"d500000c-01","0.42","0","1503926640"
"d500000c-01","0.86","0","1503926820"
"d500000c-01","-0.3","0","1503927000"
"d500000c-01","-0.86","0","1503927180"
"d500000c-01","-0.86","0","1503927360"
"d500000c-01","-0.06","0","1503927540"
"d500000c-01","-1.1","0","1503927720"
"d500000c-01","-0.86","0","1503927900"
"d500000c-01","0.65","0","1503928080"
"d500000c-01","-0.77","0","1503928260"
"d500000c-01","0.54","0","1503928440"
"d500000c-01","0.54","0","1503928620"
"d500000c-01","0.86","0","1503928800"
"d500000c-01","-1.81","0","1503928980"
"d500000c-01","-0.06","0","1503929160"
"d500000c-01","-1.22","0","1503929340"
"d500000c-01","-0.54","0","1503929520"
"d500000c-01","0.65","0","1503929700"
"d500000c-01","-0.3","0","1503929880"
"d500000c-01","0.18","0","1503930060"
"d500000c-01","0.3","0","1503930240"
"d500000c-01","-0.98","0","1503930420"
"d500000c-01","-0.77","0","1503930600"
"d500000c-01","-0.06","0","1503930780"
"d500000c-01","0.3","0","1503930960"
"d500000c-01","0.86","0","1503931140"
"d500000c-01","-0.06","0","1503931320"
"d500000c-01","0.65","0","1503931500"
"d500000c-01","-0.77","0","1503931680"
"d500000c-01","-1.46","0","1503931860"
"d500000c-01","-0.54","0","1503932040"
"d500000c-01","0.65","0","1503932220"
"d500000c-01","-0.18","0","1503932400"
"d500000c-01","0.74","0","1503932580"
"d500000c-01","-0.86","0","1503932760"
"d500000c-01","1.1","0","1503932940"
"d500000c-01","-0.18","0","1503933120"
"d500000c-01","-1.1","0","1503933300"
"d500000c-01","0.74","0","1503933480"
"d500000c-01","-0.18","0","1503933660"
"d500000c-01","0.54","0","1503933840"
"d500000c-01","-0.06","0","1503934020"
"d500000c-01","0.65","0","1503934200"
"d500000c-01","0.3","0","1503934380"
"d500000c-01","0.06","0","1503934560"
"d500000c-01","0.06","0","1503934740"
"d500000c-01","0.65","0","1503934920"
"d500000c-01","0.42","0","1503935100"
"d500000c-01","-0.18","0","1503935280"
"d500000c-01","-0.77","0","1503935460"
"d500000c-01","-0.06","0","1503935640"
"d500000c-01","0.86","0","1503935820"
"d500000c-01","-0.77","0","1503936000"
"d500000c-01","-0.77","0","1503936180"
"d500000c-01","0.3","0","1503936360"
"d500000c-01","-1.1","0","1503936540"
"d500000c-01","0.86","0","1503936720"
"d500000c-01","0.54","0","1503936900"
"d500000c-01","0.06","0","1503937080"
"d500000c-01","-1.34","0","1503937260"
"d500000c-01","-0.54","0","1503937440"
"d500000c-01","0.42","0","1503937620"
"d500000c-01","-6.37","0","1503937800"
"d500000c-01","-11.16","0","1503937980"
"d500000c-01","-9.4","0","1503938160"
"d500000c-01","-10.92","0","1503938340"
"d500000c-01","-10.68","0","1503938520"
"d500000c-01","-10","0","1503938700"
"d500000c-01","-14.76","0","1503938880"
"d500000c-01","-13.12","0","1503939060"
"d500000c-01","-15","0","1503939240"
"d500000c-01","-16.27","0","1503939420"
"d500000c-01","-15.23","0","1503939600"
"d500000c-01","-15.59","0","1503939780"
"d500000c-01","-16.63","0","1503939960"
"d500000c-01","-16.16","0","1503940140"
"d500000c-01","-15.95","0","1503940320"
"d500000c-01","-13.95","0","1503940500"
"d500000c-01","-15.83","0","1503940680"
"d500000c-01","-14.76","0","1503940860"
"d500000c-01","-15.23","0","1503941040"
"d500000c-01","-15.11","0","1503941220"
"d500000c-01","-14.52","0","1503941400"
"d500000c-01","-15","0","1503941580"
"d500000c-01","-13.95","0","1503941760"
"d500000c-01","-14.76","0","1503941940"
"d500000c-01","-15.47","0","1503942120"
"d500000c-01","-15.23","0","1503942300"
"d500000c-01","-14.31","0","1503942480"
"d500000c-01","-15.59","0","1503942660"
"d500000c-01","-16.16","0","1503942840"
"d500000c-01","-15.11","0","1503943020"
"d500000c-01","-15.23","0","1503943200"
"d500000c-01","-15.23","0","1503943380"
"d500000c-01","-14.07","0","1503943560"
"d500000c-01","-14.64","0","1503943740"
"d500000c-01","-13.95","0","1503943920"
"d500000c-01","-14.31","0","1503944100"
"d500000c-01","-13.24","0","1503944280"
"d500000c-01","-14.76","0","1503944460"
"d500000c-01","-13.03","0","1503944640"
"d500000c-01","-14.43","0","1503944820"
"d500000c-01","-15.35","0","1503945000"
"d500000c-01","-14.88","0","1503945180"
"d500000c-01","-15.47","0","1503945360"
"d500000c-01","-14.31","0","1503945540"
"d500000c-01","-13.95","0","1503945720"
"d500000c-01","-12.56","0","1503945900"
"d500000c-01","-13.48","0","1503946080"
"d500000c-01","-11.6","0","1503946260"
"d500000c-01","-11.4","0","1503946440"
"d500000c-01","-12.79","0","1503946620"
"d500000c-01","-10.44","0","1503946800"
"d500000c-01","-11.4","0","1503946980"
"d500000c-01","-10.12","0","1503947160"
"d500000c-01","-10","0","1503947340"
"d500000c-01","-10.32","0","1503947520"
"d500000c-01","-11.04","0","1503947700"
"d500000c-01","-10.56","0","1503947880"
"d500000c-01","-10.44","0","1503948060"
"d500000c-01","-11.72","0","1503948240"
"d500000c-01","-9.52","0","1503948420"
"d500000c-01","-10.68","0","1503948600"
"d500000c-01","-10.68","0","1503948780"
"d500000c-01","-10.21","0","1503948960"
"d500000c-01","-10.21","0","1503949140"
"d500000c-01","-8.69","0","1503949320"
"d500000c-01","-8.48","0","1503949500"
"d500000c-01","-8.48","0","1503949680"
"d500000c-01","-8.69","0","1503949860"
"d500000c-01","-8.12","0","1503950040"
"d500000c-01","-8.93","0","1503950220"
"d500000c-01","-8.12","0","1503950400"
"d500000c-01","-7.29","0","1503950580"
"d500000c-01","-7.41","0","1503950760"
"d500000c-01","-7.29","0","1503950940"
"d500000c-01","-8.36","0","1503951120"
"d500000c-01","-7.77","0","1503951300"
"d500000c-01","-7.77","0","1503951480"
"d500000c-01","-9.16","0","1503951660"
"d500000c-01","-8.24","0","1503951840"
"d500000c-01","-7.53","0","1503952020"
"d500000c-01","-8.36","0","1503952200"
"d500000c-01","-7.08","0","1503952380"
"d500000c-01","-6.37","0","1503952560"
"d500000c-01","-6.25","0","1503952740"
"d500000c-01","-6.96","0","1503952920"
"d500000c-01","-7.53","0","1503953100"
"d500000c-01","-7.29","0","1503953280"
"d500000c-01","-5.44","0","1503953460"
"d500000c-01","-6.25","0","1503953640"
"d500000c-01","-6.61","0","1503953820"
"d500000c-01","-5.44","0","1503954000"
"d500000c-01","-6.13","0","1503954180"
"d500000c-01","-6.37","0","1503954360"
"d500000c-01","-7.2","0","1503954540"
"d500000c-01","-6.49","0","1503954720"
"d500000c-01","-7.41","0","1503954900"
"d500000c-01","-6.01","0","1503955080"
"d500000c-01","-6.61","0","1503955260"
"d500000c-01","-6.13","0","1503955440"
"d500000c-01","-6.72","0","1503955620"
"d500000c-01","-5.33","0","1503955800"
"d500000c-01","-6.84","0","1503955980"
"d500000c-01","-6.49","0","1503956160"
"d500000c-01","-6.96","0","1503956340"
"d500000c-01","-7.29","0","1503956520"
"d500000c-01","-6.72","0","1503956700"
"d500000c-01","-5.56","0","1503956880"
"d500000c-01","-6.84","0","1503957060"
"d500000c-01","-6.96","0","1503957240"
"d500000c-01","-6.25","0","1503957420"
"d500000c-01","-6.13","0","1503957600"
"d500000c-01","-6.25","0","1503957780"
"d500000c-01","-7.08","0","1503957960"
"d500000c-01","-8","0","1503958140"
"d500000c-01","-5.89","0","1503958320"
"d500000c-01","-7.2","0","1503958500"
"d500000c-01","-6.84","0","1503958680"
"d500000c-01","-6.49","0","1503958860"
"d500000c-01","-4.37","0","1503959040"
"d500000c-01","-7.29","0","1503959220"
"d500000c-01","-6.96","0","1503959400"
"d500000c-01","-5.77","0","1503959580"
"d500000c-01","-6.96","0","1503959760"
"d500000c-01","-6.61","0","1503959940"
"d500000c-01","-6.01","0","1503960120"
"d500000c-01","-4.61","0","1503960300"
"d500000c-01","-6.13","0","1503960480"
"d500000c-01","-6.61","0","1503960660"
"d500000c-01","-5.33","0","1503960840"
"d500000c-01","-5.21","0","1503961020"
"d500000c-01","-5.09","0","1503961200"
"d500000c-01","-4.85","0","1503961380"
"d500000c-01","-6.61","0","1503961560"
"d500000c-01","-6.13","0","1503961740"
"d500000c-01","-6.37","0","1503961920"
"d500000c-01","-6.84","0","1503962100"
"d500000c-01","-4.85","0","1503962280"
"d500000c-01","-6.61","0","1503962460"
"d500000c-01","-5.44","0","1503962640"
"d500000c-01","-5.89","0","1503962820"
"d500000c-01","-6.96","0","1503963000"
"d500000c-01","-6.13","0","1503963180"
"d500000c-01","-6.13","0","1503963360"
"d500000c-01","-6.61","0","1503963540"
"d500000c-01","-7.08","0","1503963720"
"d500000c-01","-6.84","0","1503963900"
"d500000c-01","-6.84","0","1503964080"
"d500000c-01","-5.68","0","1503964260"
"d500000c-01","-6.01","0","1503964440"
"d500000c-01","-7.08","0","1503964620"
"d500000c-01","-6.13","0","1503964800"
"d500000c-01","-5.89","0","1503964980"
"d500000c-01","-6.13","0","1503965160"
"d500000c-01","-5.68","0","1503965340"
"d500000c-01","-6.37","0","1503965520"
"d500000c-01","-5.89","0","1503965700"
"d500000c-01","-6.96","0","1503965880"
"d500000c-01","-6.84","0","1503966060"
"d500000c-01","-7.41","0","1503966240"
"d500000c-01","-8.69","0","1503966420"
"d500000c-01","-5.68","0","1503966600"
"d500000c-01","-5.09","0","1503966780"
"d500000c-01","-6.96","0","1503966960"
"d500000c-01","-7.08","0","1503967140"
"d500000c-01","-7.88","0","1503967320"
"d500000c-01","-4.61","0","1503967500"
"d500000c-01","-7.08","0","1503967680"
"d500000c-01","-8.69","0","1503967860"
"d500000c-01","-7.53","0","1503968040"
"d500000c-01","-6.72","0","1503968220"
"d500000c-01","-5.68","0","1503968400"
"d500000c-01","-6.49","0","1503968580"
"d500000c-01","-7.41","0","1503968760"
"d500000c-01","-7.65","0","1503968940"
"d500000c-01","-7.08","0","1503969120"
"d500000c-01","-7.65","0","1503969300"
"d500000c-01","-5.77","0","1503969480"
"d500000c-01","-7.08","0","1503969660"
"d500000c-01","-8.12","0","1503969840"
"d500000c-01","-6.49","0","1503970020"
"d500000c-01","-7.08","0","1503970200"
"d500000c-01","-7.41","0","1503970380"
"d500000c-01","-7.65","0","1503970560"
"d500000c-01","-7.08","0","1503970740"
"d500000c-01","-6.25","0","1503970920"
"d500000c-01","-6.49","0","1503971100"
"d500000c-01","-7.08","0","1503971280"
"d500000c-01","-6.37","0","1503971460"
"d500000c-01","-6.49","0","1503971640"
"d500000c-01","-6.61","0","1503971820"
"d500000c-01","-6.13","0","1503972000"
"d500000c-01","-6.49","0","1503972180"
"d500000c-01","-7.08","0","1503972360"
"d500000c-01","-6.72","0","1503972540"
"d500000c-01","-5.21","0","1503972720"
"d500000c-01","-6.13","0","1503972900"
"d500000c-01","-7.29","0","1503973080"
"d500000c-01","-7.08","0","1503973260"
"d500000c-01","-6.72","0","1503973440"
"d500000c-01","-6.25","0","1503973620"
"d500000c-01","-7.2","0","1503973800"
"d500000c-01","-5.56","0","1503973980"
"d500000c-01","-6.61","0","1503974160"
"d500000c-01","-6.13","0","1503974340"
"d500000c-01","-6.13","0","1503974520"
"d500000c-01","-5.33","0","1503974700"
"d500000c-01","-6.13","0","1503974880"
"d500000c-01","-6.25","0","1503975060"
"d500000c-01","-5.09","0","1503975240"
"d500000c-01","-6.37","0","1503975420"
"d500000c-01","-6.01","0","1503975600"
"d500000c-01","-5.77","0","1503975780"
"d500000c-01","-8.93","0","1503975960"
"d500000c-01","-9.4","0","1503976140"
"d500000c-01","-7.77","0","1503976320"
"d500000c-01","-7.41","0","1503976500"
"d500000c-01","-8.24","0","1503976680"
"d500000c-01","-9.4","0","1503976860"
"d500000c-01","120.94","79.82","1503977040"
"d500000c-01","243.44","160.67","1503977220"
"d500000c-01","270.15","178.3","1503977400"
"d500000c-01","270.87","178.77","1503977580"
"d500000c-01","271.34","179.09","1503977760"
"d500000c-01","270.99","178.85","1503977940"
"d500000c-01","270.63","178.62","1503978120"
"d500000c-01","270.75","178.69","1503978300"
"d500000c-01","270.27","178.38","1503978480"
"d500000c-01","270.99","178.85","1503978660"
"d500000c-01","270.87","178.77","1503978840"
"d500000c-01","253.02","166.99","1503979020"
"d500000c-01","251.5","165.99","1503979200"
"d500000c-01","249.51","164.67","1503979380"
"d500000c-01","179.05","118.17","1503979560"
"d500000c-01","179.74","118.63","1503979740"
"d500000c-01","180.9","119.39","1503979920"
"d500000c-01","179.85","118.7","1503980100"
"d500000c-01","179.17","118.25","1503980280"
"d500000c-01","177.65","117.25","1503980460"
"d500000c-01","179.74","118.63","1503980640"
"d500000c-01","180.78","119.31","1503980820"
"d500000c-01","179.97","118.78","1503981000"
"d500000c-01","181.37","119.71","1503981180"
"d500000c-01","178.93","118.1","1503981360"
"d500000c-01","179.97","118.78","1503981540"
"d500000c-01","180.78","119.31","1503981900"
"d500000c-01","180.9","119.39","1503982080"
"d500000c-01","179.97","118.78","1503982260"
"d500000c-01","181.25","119.63","1503982440"
"d500000c-01","179.74","118.63","1503982620"
"d500000c-01","179.26","118.31","1503982800"
"d500000c-01","181.13","119.55","1503982980"
"d500000c-01","179.97","118.78","1503983160"
"d500000c-01","180.21","118.94","1503983340"
"d500000c-01","180.66","119.23","1503983520"
"d500000c-01","180.21","118.94","1503983700"
"d500000c-01","179.38","118.39","1503983880"
"d500000c-01","178.81","118.02","1503984060"
"d500000c-01","181.25","119.63","1503984240"
"d500000c-01","179.85","118.7","1503984420"
"d500000c-01","179.05","118.17","1503984600"
"d500000c-01","180.45","119.1","1503984780"
"d500000c-01","178.69","117.94","1503984960"
"d500000c-01","180.09","118.86","1503985140"
"d500000c-01","178.58","117.86","1503985320"
"d500000c-01","177.74","117.31","1503985500"
"d500000c-01","180.09","118.86","1503985680"
"d500000c-01","179.05","118.17","1503985860"
"d500000c-01","180.21","118.94","1503986040"
"d500000c-01","177.53","117.17","1503986220"
"d500000c-01","178.1","117.55","1503986400"
"d500000c-01","179.26","118.31","1503986580"
"d500000c-01","177.41","117.09","1503986760"
"d500000c-01","177.41","117.09","1503986940"
"d500000c-01","177.06","116.86","1503987120"
"d500000c-01","179.26","118.31","1503987300"
"d500000c-01","177.53","117.17","1503987480"
"d500000c-01","177.18","116.94","1503987660"
"d500000c-01","177.3","117.02","1503987840"
"d500000c-01","175.42","115.78","1503988020"
"d500000c-01","174.95","115.46","1503988200"
"d500000c-01","176.34","116.39","1503988380"
"d500000c-01","176.94","116.78","1503988560"
"d500000c-01","175.9","116.09","1503988740"
"d500000c-01","175.9","116.09","1503988920"
"d500000c-01","176.34","116.39","1503989100"
"d500000c-01","173.67","114.62","1503989280"
"d500000c-01","175.66","115.94","1503989460"
"d500000c-01","173.67","114.62","1503989640"
"d500000c-01","175.78","116.01","1503989820"
"d500000c-01","175.18","115.62","1503990000"
"d500000c-01","173.07","114.23","1503990180"
"d500000c-01","172.74","114.01","1503990360"
"d500000c-01","172.74","114.01","1503990540"
"d500000c-01","172.39","113.78","1503990720"
"d500000c-01","172.62","113.93","1503990900"
"d500000c-01","173.43","114.46","1503991080"
"d500000c-01","172.62","113.93","1503991260"
"d500000c-01","171.79","113.38","1503991440"
"d500000c-01","173.67","114.62","1503991620"
"d500000c-01","170.63","112.62","1503991800"
"d500000c-01","171.79","113.38","1503991980"
"d500000c-01","171.32","113.07","1503992160"
"d500000c-01","172.62","113.93","1503992340"
"d500000c-01","172.15","113.62","1503992520"
"d500000c-01","170.99","112.85","1503992700"
"d500000c-01","171.23","113.01","1503992880"
"d500000c-01","170.16","112.3","1503993060"
"d500000c-01","171.91","113.46","1503993240"
"d500000c-01","171.91","113.46","1503993420"
"d500000c-01","171.79","113.38","1503993600"
"d500000c-01","115.8","76.43","1503993780"
"d500000c-01","113.12","74.66","1503993960"
"d500000c-01","111.93","73.87","1503994140"
"d500000c-01","113.8","75.11","1503994320"
"d500000c-01","113.68","75.03","1503994500"
"d500000c-01","114.04","75.27","1503994680"
"d500000c-01","112.88","74.5","1503994860"
"d500000c-01","111.6","73.66","1503995040"
"d500000c-01","113.24","74.74","1503995220"
"d500000c-01","113.8","75.11","1503995400"
"d500000c-01","113.33","74.8","1503995580"
"d500000c-01","113.24","74.74","1503995760"
"d500000c-01","113.24","74.74","1503995940"
"d500000c-01","114.64","75.66","1503996120"
"d500000c-01","112.29","74.11","1503996300"
"d500000c-01","112.05","73.95","1503996480"
"d500000c-01","112.05","73.95","1503996660"
"d500000c-01","110.89","73.19","1503996840"
"d500000c-01","111.81","73.79","1503997020"
"d500000c-01","112.17","74.03","1503997200"
"d500000c-01","111.36","73.5","1503997380"
"d500000c-01","111.48","73.58","1503997560"
"d500000c-01","110.89","73.19","1503997740"
"d500000c-01","110.77","73.11","1503997920"
"d500000c-01","111.81","73.79","1503998100"
"d500000c-01","112.64","74.34","1503998280"
"d500000c-01","111.48","73.58","1503998460"
"d500000c-01","110.41","72.87","1503998640"
"d500000c-01","110.89","73.19","1503998820"
"d500000c-01","112.64","74.34","1503999000"
"d500000c-01","111.72","73.74","1503999180"
"d500000c-01","114.04","75.27","1503999360"
"d500000c-01","111.48","73.58","1503999540"
"d500000c-01","112.29","74.11","1503999720"
"d500000c-01","111.36","73.5","1503999900"
"d500000c-01","111.36","73.5","1504000080"
"d500000c-01","113.8","75.11","1504000260"
"d500000c-01","112.76","74.42","1504000440"
"d500000c-01","111.72","73.74","1504000620"
"d500000c-01","112.29","74.11","1504000800"
"d500000c-01","113.8","75.11","1504000980"
"d500000c-01","113","74.58","1504001160"
"d500000c-01","114.64","75.66","1504001340"
"d500000c-01","113.12","74.66","1504001520"
"d500000c-01","112.17","74.03","1504001700"
"d500000c-01","111.01","73.26","1504001880"
"d500000c-01","113.33","74.8","1504002060"
"d500000c-01","114.04","75.27","1504002240"
"d500000c-01","111.6","73.66","1504002420"
"d500000c-01","112.52","74.27","1504002600"
"d500000c-01","113.68","75.03","1504002780"
"d500000c-01","113","74.58","1504002960"
"d500000c-01","113.12","74.66","1504003140"
"d500000c-01","113.45","74.87","1504003320"
"d500000c-01","112.76","74.42","1504003500"
"d500000c-01","112.17","74.03","1504003680"
"d500000c-01","112.64","74.34","1504003860"
"d500000c-01","112.76","74.42","1504004040"
"d500000c-01","112.52","74.27","1504004220"
